Tarih,Sayaç Etso Kodu,Üretim Miktari (MWh),Tüketim Miktari (MWh),Çekis Endüktif (MWh),Çekis Kapasitif (MWh),Veris Endüktif (MWh),Veris Kapasitif (MWh)
2023-08-03 00:15:00,40Z000000006678L,0,"9,456",0,0,0,"0,296"
2023-08-03 00:15:00,40Z000000006679J,0,"2,537",0,0,0,"1,073"
2023-08-03 00:15:00,40Z000000006682U,0,0,0,0,0,0
2023-08-03 00:15:00,40Z000000006683S,0,"0,011","0,039",0,0,0
2023-08-03 00:15:00,40Z000000006684Q,"1,983",0,0,0,"0,184",0
2023-08-03 00:15:00,40Z000000006686M,0,"3,431","0,289",0,0,0
2023-08-03 00:15:00,40Z000000006687K,0,"3,486","0,541",0,0,0
2023-08-03 00:15:00,40Z000000006688I,0,"2,12",0,0,0,"0,05"
2023-08-03 00:15:00,40Z000000006689G,0,"4,315","0,299",0,0,0
2023-08-03 00:15:00,40Z000000006986A,0,"0,869","0,112",0,0,0
2023-08-03 00:15:00,40Z000000007315F,0,"13,651","0,557",0,0,0
2023-08-03 00:15:00,40Z000000008044F,0,"2,458","0,376",0,0,0
2023-08-03 00:15:00,40Z000000008046B,0,"1,336","0,159",0,0,0
2023-08-03 00:15:00,40Z0000000080479,0,0,0,0,0,0
2023-08-03 00:15:00,40Z000000009920P,0,"6,781","0,298",0,0,0
2023-08-03 00:15:00,40Z000000077651V,0,"1,269",0,0,0,"0,529"
2023-08-03 00:15:00,40Z000000081261V,0,"1,271",0,0,0,"0,534"
2023-08-03 00:15:00,40Z000000099310Z,"0,79",0,0,0,"0,09",0
2023-08-03 00:15:00,40Z000000099623J,"0,015",0,0,0,"0,003",0
2023-08-03 00:15:00,40Z0000007484327,0,"2,11",0,0,0,"0,06"
2023-08-03 00:15:00,40Z000000954315B,0,"1,338","0,137",0,0,0
2023-08-03 00:15:00,40Z000001027858V,0,"1,405","0,238",0,0,0
2023-08-03 00:15:00,40Z000001027876T,0,"1,45","0,25",0,0,0
2023-08-03 00:15:00,40Z000001027885S,0,"0,825",0,0,0,"0,428"
2023-08-03 00:15:00,40Z000001233161X,0,"0,457","0,058",0,0,0
2023-08-03 00:15:00,40Z0000013748268,0,"4,464","0,394",0,0,0
2023-08-03 00:15:00,40Z000007706314S,0,"11,6",0,0,0,"0,03"
2023-08-03 00:15:00,40Z000007706315Q,0,"6,44","0,55",0,0,0
2023-08-03 00:15:00,40Z0000078956113,0,0,0,0,"0,001","0,001"
2023-08-03 00:15:00,40Z000007895723T,"0,591","0,137",0,0,"0,355","0,141"
2023-08-03 00:15:00,40Z0000081007898,0,"16,44","0,21",0,0,0
2023-08-03 00:15:00,40Z000008100791L,0,"0,07",0,0,0,"0,34"
2023-08-03 00:15:00,40Z0000379854267,0,"2,105","0,011",0,0,"0,029"
2023-08-03 00:15:00,40Z0000379854275,0,"6,851","0,382",0,0,0
2023-08-03 00:15:00,40Z000055640589A,0,0,0,0,0,0
2023-08-03 00:15:00,40Z000099531620J,0,"1,487","0,156",0,0,0
2023-08-03 00:15:00,40Z000099531621H,0,"1,906",0,0,0,"0,05"
2023-08-03 00:15:00,40Z000099531640D,0,0,"0,008",0,0,0
2023-08-03 00:15:00,40Z0001561011717,0,0,0,0,"0,05","0,034"
2023-08-03 00:15:00,40Z000156101300M,0,0,0,0,"0,056","0,028"
2023-08-03 00:15:00,40Z100001140176N,0,"0,877",0,0,0,"0,438"
2023-08-03 00:30:00,40Z000000186720U,0,"0,005",0,0,0,"0,027"
2023-08-03 00:30:00,40Z000001668245U,0,"0,005",0,0,0,"0,014"
2023-08-03 00:30:00,40Z000070752663N,"0,91",0,0,0,"0,012",0
2023-08-03 00:30:00,40Z000000006678L,0,"9,128",0,0,0,"0,344"
2023-08-03 00:30:00,40Z000000006679J,0,"2,444",0,0,0,"1,081"
2023-08-03 00:30:00,40Z000000006682U,0,0,0,0,0,0
2023-08-03 00:30:00,40Z000000006683S,0,"0,011","0,039",0,0,0
2023-08-03 00:30:00,40Z000000006684Q,"1,998",0,0,0,"0,177",0
2023-08-03 00:30:00,40Z000000006686M,0,"3,416","0,286",0,0,0
2023-08-03 00:30:00,40Z000000006687K,0,"3,47","0,539",0,0,0
2023-08-03 00:30:00,40Z000000006688I,0,"2,08",0,0,0,"0,07"
2023-08-03 00:30:00,40Z000000006689G,0,"4,235","0,288",0,0,0
2023-08-03 00:30:00,40Z000000006986A,0,"0,819","0,102",0,0,0
2023-08-03 00:30:00,40Z000000007315F,0,"13,414","0,504",0,0,0
2023-08-03 00:30:00,40Z000000008044F,0,"2,431","0,367",0,0,0
2023-08-03 00:30:00,40Z000000008046B,0,"1,294","0,15",0,0,0
2023-08-03 00:30:00,40Z0000000080479,0,0,0,0,0,0
2023-08-03 00:30:00,40Z000000009920P,0,"6,764","0,3",0,0,0
2023-08-03 00:30:00,40Z000000077651V,0,"1,223",0,0,0,"0,535"
2023-08-03 00:30:00,40Z000000081261V,0,"1,226",0,0,0,"0,538"
2023-08-03 00:30:00,40Z000000099310Z,"0,79",0,0,0,"0,1",0
2023-08-03 00:30:00,40Z000000099623J,"0,014",0,0,0,"0,002",0
2023-08-03 00:30:00,40Z0000007484327,0,"2,08",0,0,0,"0,06"
2023-08-03 00:30:00,40Z000000954315B,0,"1,296","0,126",0,0,0
2023-08-03 00:30:00,40Z000001027858V,0,"1,367","0,232",0,0,0
2023-08-03 00:30:00,40Z000001027876T,0,"1,41","0,244",0,0,0
2023-08-03 00:30:00,40Z000001027885S,0,"0,815",0,0,0,"0,427"
2023-08-03 00:30:00,40Z000001233161X,0,"0,461","0,059",0,0,0
2023-08-03 00:30:00,40Z0000013748268,0,"4,382","0,383",0,0,0
2023-08-03 00:30:00,40Z000007706314S,0,"11,47",0,0,0,"0,04"
2023-08-03 00:30:00,40Z000007706315Q,0,"6,25","0,52",0,0,0
2023-08-03 00:30:00,40Z0000078956113,0,0,0,0,"0,001","0,001"
2023-08-03 00:30:00,40Z000007895723T,0,"0,598",0,0,0,"0,548"
2023-08-03 00:30:00,40Z0000081007898,0,"16,11","0,16",0,0,0
2023-08-03 00:30:00,40Z000008100791L,0,"0,07",0,0,0,"0,34"
2023-08-03 00:30:00,40Z0000379854267,0,"2,097","0,014",0,0,"0,015"
2023-08-03 00:30:00,40Z0000379854275,0,"6,627","0,343",0,0,0
2023-08-03 00:30:00,40Z000055640589A,0,0,0,0,0,0
2023-08-03 00:30:00,40Z000099531620J,0,"1,486","0,156",0,0,0
2023-08-03 00:30:00,40Z000099531621H,0,"1,903",0,0,0,"0,049"
2023-08-03 00:30:00,40Z000099531640D,0,"0,001","0,008",0,0,0
2023-08-03 00:30:00,40Z0001561011717,0,0,0,0,"0,053","0,032"
2023-08-03 00:30:00,40Z000156101300M,0,0,0,0,"0,057","0,027"
2023-08-03 00:30:00,40Z100001140176N,0,"0,866",0,0,0,"0,438"
2023-08-03 00:45:00,40Z000000186720U,0,"0,005",0,0,0,"0,028"
2023-08-03 00:45:00,40Z000001668245U,0,"0,004",0,0,0,"0,015"
2023-08-03 00:45:00,40Z000070752663N,"0,911",0,0,0,"0,011",0
2023-08-03 00:45:00,40Z000000006678L,0,"8,795",0,0,0,"0,373"
2023-08-03 00:45:00,40Z000000006679J,0,"2,452",0,0,0,"1,076"
2023-08-03 00:45:00,40Z000000006682U,0,0,0,0,0,0
2023-08-03 00:45:00,40Z000000006683S,0,"0,011","0,039",0,0,0
2023-08-03 00:45:00,40Z000000006684Q,"1,994",0,0,0,"0,174",0
2023-08-03 00:45:00,40Z000000006686M,0,"3,404","0,274",0,0,0
2023-08-03 00:45:00,40Z000000006687K,0,"3,458","0,527",0,0,0
2023-08-03 00:45:00,40Z000000006688I,0,"2,02",0,0,0,"0,08"
2023-08-03 00:45:00,40Z000000006689G,0,"4,191","0,283",0,0,0
2023-08-03 00:45:00,40Z000000006986A,0,"0,776","0,094",0,0,0
2023-08-03 00:45:00,40Z000000007315F,0,"13,236","0,481",0,0,0
2023-08-03 00:45:00,40Z000000008044F,0,"2,382","0,351",0,0,0
2023-08-03 00:45:00,40Z000000008046B,0,"1,297","0,153",0,0,0
2023-08-03 00:45:00,40Z0000000080479,0,0,0,0,0,0
2023-08-03 00:45:00,40Z000000009920P,0,"6,684","0,299",0,0,0
2023-08-03 00:45:00,40Z000000077651V,0,"1,227",0,0,0,"0,532"
2023-08-03 00:45:00,40Z000000081261V,0,"1,23",0,0,0,"0,535"
2023-08-03 00:45:00,40Z000000099310Z,"0,8",0,0,0,"0,09",0
2023-08-03 00:45:00,40Z000000099623J,"0,016",0,0,0,"0,002",0
2023-08-03 00:45:00,40Z0000007484327,0,"2,01",0,0,0,"0,08"
2023-08-03 00:45:00,40Z000000954315B,0,"1,298","0,13",0,0,0
2023-08-03 00:45:00,40Z000001027858V,0,"1,328","0,225",0,0,0
2023-08-03 00:45:00,40Z000001027876T,0,"1,37","0,236",0,0,0
2023-08-03 00:45:00,40Z000001027885S,0,"0,821",0,0,0,"0,428"
2023-08-03 00:45:00,40Z000001233161X,0,"0,445","0,053",0,0,0
2023-08-03 00:45:00,40Z0000013748268,0,"4,337","0,378",0,0,0
2023-08-03 00:45:00,40Z000007706314S,0,"11,51","0,01",0,0,0
2023-08-03 00:45:00,40Z000007706315Q,0,"6,12","0,48",0,0,0
2023-08-03 00:45:00,40Z0000078956113,0,0,0,0,0,0
2023-08-03 00:45:00,40Z000007895723T,0,"0,658",0,0,0,"0,535"
2023-08-03 00:45:00,40Z0000081007898,0,"15,8","0,12",0,0,0
2023-08-03 00:45:00,40Z000008100791L,0,"0,06",0,0,0,"0,34"
2023-08-03 00:45:00,40Z0000379854267,0,"2,059","0,01",0,0,"0,018"
2023-08-03 00:45:00,40Z0000379854275,0,"6,358","0,294",0,0,0
2023-08-03 00:45:00,40Z000055640589A,0,0,0,0,0,0
2023-08-03 00:45:00,40Z000099531620J,0,"1,461","0,154",0,0,0
2023-08-03 00:45:00,40Z000099531621H,0,"1,871",0,0,0,"0,051"
2023-08-03 00:45:00,40Z000099531640D,0,"0,001","0,008",0,0,0
2023-08-03 00:45:00,40Z0001561011717,0,0,0,0,"0,052","0,033"
2023-08-03 00:45:00,40Z000156101300M,0,0,0,0,"0,059","0,026"
2023-08-03 00:45:00,40Z100001140176N,0,"0,875",0,0,0,"0,44"
2023-08-03 01:00:00,40Z000000186720U,0,"0,005",0,0,0,"0,028"
2023-08-03 01:00:00,40Z000001668245U,0,"0,003",0,0,0,"0,015"
2023-08-03 01:00:00,40Z000070752663N,"0,91",0,0,0,"0,014",0
2023-08-03 01:00:00,40Z000000006678L,0,"8,436",0,0,0,"0,41"
2023-08-03 01:00:00,40Z000000006679J,0,"2,444",0,0,0,"1,066"
2023-08-03 01:00:00,40Z000000006682U,0,0,0,0,0,0
2023-08-03 01:00:00,40Z000000006683S,0,"0,011","0,04",0,0,0
2023-08-03 01:00:00,40Z000000006684Q,"2,004",0,0,0,"0,161",0
2023-08-03 01:00:00,40Z000000006686M,0,"3,354","0,265",0,0,0
2023-08-03 01:00:00,40Z000000006687K,0,"3,407","0,518",0,0,0
2023-08-03 01:00:00,40Z000000006688I,0,2,0,0,0,"0,09"
2023-08-03 01:00:00,40Z000000006689G,0,"4,207","0,288",0,0,0
2023-08-03 01:00:00,40Z000000006986A,0,"0,789","0,101",0,0,0
2023-08-03 01:00:00,40Z000000007315F,0,"13,095","0,478",0,0,0
2023-08-03 01:00:00,40Z000000008044F,0,"2,3","0,31",0,0,0
2023-08-03 01:00:00,40Z000000008046B,0,"1,268","0,137",0,0,0
2023-08-03 01:00:00,40Z0000000080479,0,0,0,0,0,0
2023-08-03 01:00:00,40Z000000009920P,0,"6,629","0,277",0,0,0
2023-08-03 01:00:00,40Z000000077651V,0,"1,223",0,0,0,"0,526"
2023-08-03 01:00:00,40Z000000081261V,0,"1,226",0,0,0,"0,53"
2023-08-03 01:00:00,40Z000000099310Z,"0,78",0,0,0,"0,1",0
2023-08-03 01:00:00,40Z000000099623J,"0,015",0,0,0,"0,002",0
2023-08-03 01:00:00,40Z0000007484327,0,"1,98",0,0,0,"0,09"
2023-08-03 01:00:00,40Z000000954315B,0,"1,27","0,114",0,0,0
2023-08-03 01:00:00,40Z000001027858V,0,"1,287","0,221",0,0,0
2023-08-03 01:00:00,40Z000001027876T,0,"1,329","0,232",0,0,0
2023-08-03 01:00:00,40Z000001027885S,0,"0,798",0,0,0,"0,427"
2023-08-03 01:00:00,40Z000001233161X,0,"0,444","0,053",0,0,0
2023-08-03 01:00:00,40Z0000013748268,0,"4,353","0,384",0,0,0
2023-08-03 01:00:00,40Z000007706314S,0,"11,18",0,0,0,"0,05"
2023-08-03 01:00:00,40Z000007706315Q,0,"5,96","0,48",0,0,0
2023-08-03 01:00:00,40Z0000078956113,0,0,0,0,"0,001","0,001"
2023-08-03 01:00:00,40Z000007895723T,0,"0,722",0,0,0,"0,509"
2023-08-03 01:00:00,40Z0000081007898,0,"15,33","0,03",0,0,"0,02"
2023-08-03 01:00:00,40Z000008100791L,0,"0,05",0,0,0,"0,35"
2023-08-03 01:00:00,40Z0000379854267,0,"2,07","0,011",0,0,"0,015"
2023-08-03 01:00:00,40Z0000379854275,0,"6,098","0,263",0,0,0
2023-08-03 01:00:00,40Z000055640589A,0,0,0,0,0,0
2023-08-03 01:00:00,40Z000099531620J,0,"1,439","0,153",0,0,0
2023-08-03 01:00:00,40Z000099531621H,0,"1,84",0,0,0,"0,052"
2023-08-03 01:00:00,40Z000099531640D,0,0,"0,008",0,0,0
2023-08-03 01:00:00,40Z0001561011717,0,0,0,0,"0,051","0,034"
2023-08-03 01:00:00,40Z000156101300M,0,0,0,0,"0,057","0,028"
2023-08-03 01:00:00,40Z100001140176N,0,"0,849",0,0,0,"0,438"
2023-08-03 01:15:00,40Z000000186720U,0,"0,005",0,0,0,"0,028"
2023-08-03 01:15:00,40Z000001668245U,0,"0,004",0,0,0,"0,015"
2023-08-03 01:15:00,40Z000070752663N,"0,911",0,0,0,"0,013",0
2023-08-03 01:15:00,40Z000000006678L,0,"8,299",0,0,0,"0,397"
2023-08-03 01:15:00,40Z000000006679J,0,"2,474",0,0,0,"1,059"
2023-08-03 01:15:00,40Z000000006682U,0,0,0,0,0,0
2023-08-03 01:15:00,40Z000000006683S,0,"0,012","0,04",0,0,0
2023-08-03 01:15:00,40Z000000006684Q,"2,006",0,0,0,"0,148",0
2023-08-03 01:15:00,40Z000000006686M,0,"3,271","0,254",0,0,0
2023-08-03 01:15:00,40Z000000006687K,0,"3,323","0,509",0,0,0
2023-08-03 01:15:00,40Z000000006688I,0,"1,95",0,0,0,"0,11"
2023-08-03 01:15:00,40Z000000006689G,0,"4,16","0,283",0,0,0
2023-08-03 01:15:00,40Z000000006986A,0,"1,257","0,112",0,0,0
2023-08-03 01:15:00,40Z000000007315F,0,"12,96","0,503",0,0,0
2023-08-03 01:15:00,40Z000000008044F,0,"2,281","0,328",0,0,0
2023-08-03 01:15:00,40Z000000008046B,0,"1,254","0,14",0,0,0
2023-08-03 01:15:00,40Z0000000080479,0,0,0,0,0,0
2023-08-03 01:15:00,40Z000000009920P,0,"6,548","0,238",0,0,0
2023-08-03 01:15:00,40Z000000077651V,0,"1,238",0,0,0,"0,524"
2023-08-03 01:15:00,40Z000000081261V,0,"1,241",0,0,0,"0,527"
2023-08-03 01:15:00,40Z000000099310Z,"0,77",0,0,0,"0,09",0
2023-08-03 01:15:00,40Z000000099623J,"0,015",0,0,0,"0,002",0
2023-08-03 01:15:00,40Z0000007484327,0,"1,96",0,0,0,"0,1"
2023-08-03 01:15:00,40Z000000954315B,0,"1,256","0,116",0,0,0
2023-08-03 01:15:00,40Z000001027858V,0,"1,269","0,226",0,0,0
2023-08-03 01:15:00,40Z000001027876T,0,"1,308","0,237",0,0,0
2023-08-03 01:15:00,40Z000001027885S,0,"0,799",0,0,0,"0,419"
2023-08-03 01:15:00,40Z000001233161X,0,"0,428","0,047",0,0,0
2023-08-03 01:15:00,40Z0000013748268,0,"4,305","0,378",0,0,0
2023-08-03 01:15:00,40Z000007706314S,0,"11,02",0,0,0,"0,01"
2023-08-03 01:15:00,40Z000007706315Q,0,"5,85","0,48",0,0,0
2023-08-03 01:15:00,40Z0000078956113,0,0,0,0,0,"0,001"
2023-08-03 01:15:00,40Z000007895723T,0,"0,749",0,0,0,"0,481"
2023-08-03 01:15:00,40Z0000081007898,0,"15,01","0,08",0,0,0
2023-08-03 01:15:00,40Z000008100791L,0,"0,06",0,0,0,"0,34"
2023-08-03 01:15:00,40Z0000379854267,0,"2,002","0,013",0,0,"0,011"
2023-08-03 01:15:00,40Z0000379854275,0,"6,003","0,288",0,0,0
2023-08-03 01:15:00,40Z000055640589A,0,0,0,0,0,0
2023-08-03 01:15:00,40Z000099531620J,0,"1,398","0,146",0,0,0
2023-08-03 01:15:00,40Z000099531621H,0,"1,788",0,0,0,"0,05"
2023-08-03 01:15:00,40Z000099531640D,0,"0,001","0,009",0,0,0
2023-08-03 01:15:00,40Z0001561011717,0,0,0,0,"0,052","0,032"
2023-08-03 01:15:00,40Z000156101300M,0,0,0,0,"0,057","0,027"
2023-08-03 01:15:00,40Z100001140176N,0,"0,852",0,0,0,"0,429"
2023-08-03 01:30:00,40Z000000186720U,0,"0,005",0,0,0,"0,028"
2023-08-03 01:30:00,40Z000001668245U,0,"0,004",0,0,0,"0,015"
2023-08-03 01:30:00,40Z000070752663N,"0,909",0,0,0,"0,013",0
2023-08-03 01:30:00,40Z000000006678L,0,"8,073",0,0,0,"0,454"
2023-08-03 01:30:00,40Z000000006679J,0,"2,486",0,0,0,"1,076"
2023-08-03 01:30:00,40Z000000006682U,0,0,0,0,0,0
2023-08-03 01:30:00,40Z000000006683S,0,"0,011","0,041",0,0,0
2023-08-03 01:30:00,40Z000000006684Q,"2,003",0,0,0,"0,144",0
2023-08-03 01:30:00,40Z000000006686M,0,"3,177","0,236",0,0,0
2023-08-03 01:30:00,40Z000000006687K,0,"3,228","0,49",0,0,0
2023-08-03 01:30:00,40Z000000006688I,0,"1,96",0,0,0,"0,11"
2023-08-03 01:30:00,40Z000000006689G,0,"4,141","0,277",0,0,0
2023-08-03 01:30:00,40Z000000006986A,0,"1,24","0,101",0,0,0
2023-08-03 01:30:00,40Z000000007315F,0,"12,919","0,456",0,0,0
2023-08-03 01:30:00,40Z000000008044F,0,"2,252","0,321",0,0,0
2023-08-03 01:30:00,40Z000000008046B,0,"1,21","0,13",0,0,0
2023-08-03 01:30:00,40Z0000000080479,0,0,0,0,0,0
2023-08-03 01:30:00,40Z000000009920P,0,"6,395","0,228",0,0,0
2023-08-03 01:30:00,40Z000000077651V,0,"1,244",0,0,0,"0,531"
2023-08-03 01:30:00,40Z000000081261V,0,"1,247",0,0,0,"0,535"
2023-08-03 01:30:00,40Z000000099310Z,"0,78",0,0,0,"0,09",0
2023-08-03 01:30:00,40Z000000099623J,"0,015",0,0,0,"0,003",0
2023-08-03 01:30:00,40Z0000007484327,0,"1,94",0,0,0,"0,11"
2023-08-03 01:30:00,40Z000000954315B,0,"1,213","0,106",0,0,0
2023-08-03 01:30:00,40Z000001027858V,0,"1,234","0,218",0,0,0
2023-08-03 01:30:00,40Z000001027876T,0,"1,273","0,229",0,0,0
2023-08-03 01:30:00,40Z000001027885S,0,"0,777",0,0,0,"0,425"
2023-08-03 01:30:00,40Z000001233161X,0,"0,404","0,04",0,0,0
2023-08-03 01:30:00,40Z0000013748268,0,"4,284","0,373",0,0,0
2023-08-03 01:30:00,40Z000007706314S,0,"10,84",0,0,0,"0,09"
2023-08-03 01:30:00,40Z000007706315Q,0,"5,76","0,46",0,0,0
2023-08-03 01:30:00,40Z0000078956113,0,0,0,0,"0,001","0,001"
2023-08-03 01:30:00,40Z000007895723T,0,"0,728",0,0,0,"0,488"
2023-08-03 01:30:00,40Z0000081007898,0,"14,78","0,02",0,0,"0,01"
2023-08-03 01:30:00,40Z000008100791L,0,"0,05",0,0,0,"0,34"
2023-08-03 01:30:00,40Z0000379854267,0,"1,968","0,007",0,0,"0,036"
2023-08-03 01:30:00,40Z0000379854275,0,"5,809","0,243",0,0,0
2023-08-03 01:30:00,40Z000055640589A,0,0,0,0,0,0
2023-08-03 01:30:00,40Z000099531620J,0,"1,392","0,144",0,0,0
2023-08-03 01:30:00,40Z000099531621H,0,"1,77",0,0,0,"0,058"
2023-08-03 01:30:00,40Z000099531640D,0,"0,001","0,007",0,0,0
2023-08-03 01:30:00,40Z0001561011717,0,0,0,0,"0,055","0,031"
2023-08-03 01:30:00,40Z000156101300M,0,0,0,0,"0,058","0,028"
2023-08-03 01:30:00,40Z100001140176N,0,"0,829",0,0,0,"0,436"
2023-08-03 01:45:00,40Z000000186720U,0,"0,006",0,0,0,"0,029"
2023-08-03 01:45:00,40Z000001668245U,0,"0,003",0,0,0,"0,015"
2023-08-03 01:45:00,40Z000070752663N,"0,909",0,0,0,"0,012",0
2023-08-03 01:45:00,40Z000000006678L,0,"7,819",0,0,0,"0,465"
2023-08-03 01:45:00,40Z000000006679J,0,"2,486",0,0,0,"1,082"
2023-08-03 01:45:00,40Z000000006682U,0,0,0,0,0,0
2023-08-03 01:45:00,40Z000000006683S,0,"0,011","0,041",0,0,0
2023-08-03 01:45:00,40Z000000006684Q,"2,006",0,0,0,"0,139",0
2023-08-03 01:45:00,40Z000000006686M,0,"3,146","0,234",0,0,0
2023-08-03 01:45:00,40Z000000006687K,0,"3,197","0,489",0,0,0
2023-08-03 01:45:00,40Z000000006688I,0,"1,95",0,0,0,"0,11"
2023-08-03 01:45:00,40Z000000006689G,0,"4,1","0,27",0,0,0
2023-08-03 01:45:00,40Z000000006986A,0,"0,994","0,09",0,0,0
2023-08-03 01:45:00,40Z000000007315F,0,"12,825","0,482",0,0,0
2023-08-03 01:45:00,40Z000000008044F,0,"2,231","0,323",0,0,0
2023-08-03 01:45:00,40Z000000008046B,0,"1,177","0,124",0,0,0
2023-08-03 01:45:00,40Z0000000080479,0,0,0,0,0,0
2023-08-03 01:45:00,40Z000000009920P,0,"6,382","0,231",0,0,0
2023-08-03 01:45:00,40Z000000077651V,0,"1,244",0,0,0,"0,535"
2023-08-03 01:45:00,40Z000000081261V,0,"1,247",0,0,0,"0,538"
2023-08-03 01:45:00,40Z000000099310Z,"0,78",0,0,0,"0,1",0
2023-08-03 01:45:00,40Z000000099623J,"0,014",0,0,0,"0,002",0
2023-08-03 01:45:00,40Z0000007484327,0,"1,94",0,0,0,"0,11"
2023-08-03 01:45:00,40Z000000954315B,0,"1,178","0,099",0,0,0
2023-08-03 01:45:00,40Z000001027858V,0,"1,202","0,217",0,0,0
2023-08-03 01:45:00,40Z000001027876T,0,"1,24","0,228",0,0,0
2023-08-03 01:45:00,40Z000001027885S,0,"0,773",0,0,0,"0,424"
2023-08-03 01:45:00,40Z000001233161X,0,"0,392","0,033",0,0,0
2023-08-03 01:45:00,40Z0000013748268,0,"4,243","0,366",0,0,0
2023-08-03 01:45:00,40Z000007706314S,0,"10,61",0,0,0,"0,12"
2023-08-03 01:45:00,40Z000007706315Q,0,"5,62","0,44",0,0,0
2023-08-03 01:45:00,40Z0000078956113,0,0,0,0,"0,001",0
2023-08-03 01:45:00,40Z000007895723T,0,"0,682",0,0,0,"0,513"
2023-08-03 01:45:00,40Z0000081007898,0,"14,5","0,01",0,0,"0,04"
2023-08-03 01:45:00,40Z000008100791L,0,"0,05",0,0,0,"0,35"
2023-08-03 01:45:00,40Z0000379854267,0,"1,872","0,01",0,0,"0,013"
2023-08-03 01:45:00,40Z0000379854275,0,"5,627","0,224",0,0,0
2023-08-03 01:45:00,40Z000055640589A,0,0,0,0,0,0
2023-08-03 01:45:00,40Z000099531620J,0,"1,391","0,145",0,0,0
2023-08-03 01:45:00,40Z000099531621H,0,"1,775",0,0,0,"0,054"
2023-08-03 01:45:00,40Z000099531640D,0,0,"0,008",0,0,0
2023-08-03 01:45:00,40Z0001561011717,0,0,0,0,"0,051","0,034"
2023-08-03 01:45:00,40Z000156101300M,0,0,0,0,"0,056","0,029"
2023-08-03 01:45:00,40Z100001140176N,0,"0,825",0,0,0,"0,436"
2023-08-03 02:00:00,40Z000000186720U,0,"0,005",0,0,0,"0,027"
2023-08-03 02:00:00,40Z000001668245U,0,"0,004",0,0,0,"0,015"
2023-08-03 02:00:00,40Z000070752663N,"0,909",0,0,0,"0,013",0
2023-08-03 02:00:00,40Z000000006678L,0,"7,654",0,0,0,"0,485"
2023-08-03 02:00:00,40Z000000006679J,0,"2,416",0,0,0,"1,079"
2023-08-03 02:00:00,40Z000000006682U,0,0,0,0,0,0
2023-08-03 02:00:00,40Z000000006683S,0,"0,012","0,041",0,0,0
2023-08-03 02:00:00,40Z000000006684Q,"2,003",0,0,0,"0,134",0
2023-08-03 02:00:00,40Z000000006686M,0,"3,119","0,235",0,0,0
2023-08-03 02:00:00,40Z000000006687K,0,"3,17","0,491",0,0,0
2023-08-03 02:00:00,40Z000000006688I,0,"1,91",0,0,0,"0,12"
2023-08-03 02:00:00,40Z000000006689G,0,"4,068","0,275",0,0,0
2023-08-03 02:00:00,40Z000000006986A,0,"0,962","0,09",0,0,0
2023-08-03 02:00:00,40Z000000007315F,0,"12,755","0,488",0,0,0
2023-08-03 02:00:00,40Z000000008044F,0,"2,212","0,321",0,0,0
2023-08-03 02:00:00,40Z000000008046B,0,"1,158","0,122",0,0,0
2023-08-03 02:00:00,40Z0000000080479,0,0,0,0,0,0
2023-08-03 02:00:00,40Z000000009920P,0,"6,427","0,212",0,0,0
2023-08-03 02:00:00,40Z000000077651V,0,"1,21",0,0,0,"0,533"
2023-08-03 02:00:00,40Z000000081261V,0,"1,212",0,0,0,"0,537"
2023-08-03 02:00:00,40Z000000099310Z,"0,78",0,0,0,"0,09",0
2023-08-03 02:00:00,40Z000000099623J,"0,011",0,0,0,"0,002",0
2023-08-03 02:00:00,40Z0000007484327,0,"1,91",0,0,0,"0,12"
2023-08-03 02:00:00,40Z000000954315B,0,"1,16","0,099",0,0,0
2023-08-03 02:00:00,40Z000001027858V,0,"1,171","0,213",0,0,0
2023-08-03 02:00:00,40Z000001027876T,0,"1,209","0,224",0,0,0
2023-08-03 02:00:00,40Z000001027885S,0,"0,756",0,0,0,"0,424"
2023-08-03 02:00:00,40Z000001233161X,0,"0,401","0,039",0,0,0
2023-08-03 02:00:00,40Z0000013748268,0,"4,209","0,371",0,0,0
2023-08-03 02:00:00,40Z000007706314S,0,"10,5",0,0,0,"0,08"
2023-08-03 02:00:00,40Z000007706315Q,0,"5,52","0,45",0,0,0
2023-08-03 02:00:00,40Z0000078956113,0,0,0,0,0,"0,001"
2023-08-03 02:00:00,40Z000007895723T,0,"0,664",0,0,0,"0,525"
2023-08-03 02:00:00,40Z0000081007898,0,"14,28",0,0,0,"0,06"
2023-08-03 02:00:00,40Z000008100791L,0,"0,06",0,0,0,"0,35"
2023-08-03 02:00:00,40Z0000379854267,0,"1,737","0,007",0,0,"0,038"
2023-08-03 02:00:00,40Z0000379854275,0,"5,524","0,22",0,0,0
2023-08-03 02:00:00,40Z000055640589A,0,0,0,0,0,0
2023-08-03 02:00:00,40Z000099531620J,0,"1,38","0,146",0,0,0
2023-08-03 02:00:00,40Z000099531621H,0,"1,757",0,0,0,"0,054"
2023-08-03 02:00:00,40Z000099531640D,0,"0,001","0,008",0,0,0
2023-08-03 02:00:00,40Z0001561011717,0,0,0,0,"0,048","0,037"
2023-08-03 02:00:00,40Z000156101300M,0,0,0,0,"0,055","0,03"
2023-08-03 02:00:00,40Z100001140176N,0,"0,805",0,0,0,"0,437"
2023-08-03 02:15:00,40Z000000186720U,0,"0,005",0,0,0,"0,028"
2023-08-03 02:15:00,40Z000001668245U,0,"0,004",0,0,0,"0,015"
